name,address,addressObj/country,addressObj/postalcode,addressObj/state,cuisine,description,DietaryRestrictions,Dishes,Features,latitude,longitude,localAddress,MealType,numberOfReviews,phone,rankingDenominator,rankingPosition,rating,rawRanking
House of Commons,"122/B, Jyothi Nivas Road 5th Block, Kormangala, Bengaluru 560079 India",India,560079,Karnataka,Indian Bar Pub      ,"House Of Commons is Bangalore's newest watering hole. At the HOC we're all equals, one and the same - united by our quest for good food and drink!",Vegetarian Friendly   ,Nachos                       ,Reservations Seating Television Serves Alcohol Table Service                        ,12.93,77.62,"122/B, Jyothi Nivas Road, 5th Block, Kormangala, 560079",Lunch Dinner    ,52.0,+91 80 4512 8604,5993.0,513.0,4.0,3.23
Hangover Lounge,"#1080 12th Main HAL 2nd Stage, Indiranagar, Bengaluru 560038 India",India,560038,Karnataka,Indian Bar Asian Pub     ,,Vegetarian Friendly   ,Pork                       ,Reservations Seating Parking Available Television Serves Alcohol Table Service                       ,12.97,77.64,"#1080 12th Main, HAL 2nd Stage, Indiranagar, 560038",Dinner     ,74.0,+91 98862 00070,76.0,18.0,4.0,3.38
Spiceklub,"18 Convent Rd, Bengaluru 560025 India",India,560025,Karnataka,Indian Fusion Street Food      ,"Spiceklub aims at creating a fusion indian taste with blend of new technology of gastronomy. The menu has several innovative items in the mocktails, desserts and main course. Thedishes are served in an extra ordinary fashion that involves testtubes syringes beakers dry ice and other unusual vessels.",Vegetarian Friendly Vegan Options  ,                       ,Reservations Seating Table Service                          ,12.97,77.6,"18 Convent Rd, 560025",Lunch Dinner    ,23.0,+91 98863 91000,5993.0,329.0,5.0,3.36
Panchavati Gaurav,"5th Floor Brigade Road, Bengaluru 560025 India",India,560025,Karnataka,Indian Asian       ,,Vegetarian Friendly Vegan Options  ,Paneer Thali Roti                     ,Delivery Takeout Reservations Seating Parking Available Wheelchair Accessible Table Service                      ,12.97,77.61,"5th Floor Brigade Road, 560025",Lunch Dinner Late Night   ,122.0,+91 80 4141 0033,5993.0,234.0,4.0,3.49
Aioli BBQ & Grill,"Jinvara 306/69 4hg8+vp5,  Avalahalli, Yelahanka,, Bengaluru 560064 India",India,560064,Karnataka,Bar Mediterranean Barbecue European Pub Fusion   ,Best of Mediterranean Fusion cuisine. Dishes served are freash and cooked over charcoal and Oak wood fire,Vegetarian Friendly Vegan Options  ,Salad Prawns Lamb Fish                    ,Takeout Reservations Outdoor Seating Private Dining Seating Free off-street parking Highchairs Available Wheelchair Accessible Accepts American Express Accepts Mastercard Accepts Visa Digital Payments Free Wifi Accepts Credit Cards Table Service Live Music Jazz Bar Dog Friendly Family style Non-smoking restaurants Gift Cards Available        ,13.13,77.57,"Jinvara 306/69, 4hg8+vp5,  Avalahalli, Yelahanka,, 560064",Lunch Dinner Brunch Drinks  ,60.0,+91 96064 53929,5993.0,379.0,4.0,3.31
Sunny's Restaurant,"Embassy Diamante 34 Vittal Mallya Road Opposite Canara Bank, Bengaluru 560001 India",India,560001,Karnataka,Italian European       ,,Vegetarian Friendly Vegan Options  ,Cheesecake Crab Burger Lasagne Salad Calamari Tiramisu Quiche Salmon Prawns Beef Lamb Pesto Fish Pork Penne Wild Mushrooms       ,Takeout Reservations Outdoor Seating Seating Valet Parking Wheelchair Accessible Serves Alcohol Table Service                     ,12.97,77.6,"Embassy Diamante 34 Vittal Mallya Road, Opposite Canara Bank, 560001",Lunch Dinner Late Night   ,380.0,+91 80 2224 3642,5993.0,152.0,4.0,3.72
Bowring Institute,"St marks Road, Bengaluru 560001 India",India,560001,Karnataka,Chinese Indian Bar Asian Pub    ,,Vegetarian Friendly   ,                       ,Takeout Outdoor Seating Buffet Seating Television Serves Alcohol                       ,12.97,77.6,"St marks Road, 560001",Breakfast Lunch Dinner   ,71.0,22273728,5993.0,1177.0,3.5,3.09
"Cafe Capriccio,Old Madras Road","RMZ Infinity, Old Madras Rd Sadanandanagar, Bennigana Halli, Bengaluru, Karnataka, Bengaluru 560016 India",India,560016,Karnataka,Italian Steakhouse Bar Pizza Seafood Pub   ,"Capriccio Italian Restaurant is a new concept by the founders of 46 Ounces Brewgarden that offers creative Italian cuisine, crafted with an emphasis on traditional flavors and modern cooking techniques to bring the best of Italian cuisine to Bangalore!",   ,Pasta Pesto                      ,Takeout Reservations Outdoor Seating Seating Parking Available Television Wheelchair Accessible Serves Alcohol Full Bar Wine and Beer Accepts American Express Accepts Mastercard Accepts Visa Digital Payments Free Wifi Accepts Credit Cards Table Service            ,12.99,77.66,"RMZ Infinity, Old Madras Rd, Sadanandanagar, Bennigana Halli, Bengaluru, Karnataka, 560016",Lunch Dinner Drinks   ,71.0,+91 96202 78894,5993.0,68.0,5.0,4.38
Mtr 1924,"Namma Metro Pillar 62, 100 Feet Road, Indiranagar, Bengaluru 560038 India",India,560038,Karnataka,Indian Asian       ,,Vegetarian Friendly Vegan Options  ,Thali                       ,Takeout Seating Table Service                          ,12.98,77.64,"Namma Metro Pillar 62, 100 Feet Road, Indiranagar, 560038",Breakfast Lunch Dinner Brunch  ,50.0,+91 80 4169 0688,5993.0,335.0,4.0,3.35
Tunday Kababi,"275, Opposite E-Zone, 100 Feet Road Indiranagar, Bengaluru 560038 India",India,560038,Karnataka,Indian Asian       ,,Vegetarian Friendly Halal  ,                       ,Delivery Seating Table Service                          ,12.96,77.64,"275, Opposite E-Zone, 100 Feet Road, Indiranagar, 560038",Lunch Dinner    ,19.0,+91 80 4965 3318,5993.0,991.0,4.0,3.11
Hotel Annapoorna Restaurant,"6th Cross, Gandhinagar, Majestic Area, Bengaluru India",India,,Karnataka,        ,,   ,                       ,                            ,12.98,77.58,"6th Cross, Gandhinagar, Majestic Area",     ,10.0,+91 80 2291 2755,5993.0,848.0,4.5,3.13
Cable Car,"Marenahalli Road SFO Hotel & Suites, Bengaluru 560041 India",India,560041,Karnataka,Indian        ,,Vegetarian Friendly Vegan Options  ,Pasta Falafel Salad Pesto                    ,Takeout Reservations Seating Parking Available Valet Parking Table Service                       ,12.92,77.59,"Marenahalli Road, SFO Hotel & Suites, 560041",Lunch Dinner    ,68.0,,5993.0,970.0,3.5,3.12
Hotel Fish Land Restaurant,"1'st Main Road 1st Floor, Sujatha Complex, Bengaluru 560009 India",India,560009,Karnataka,Seafood        ,,   ,Fish                       ,                            ,12.97,77.58,"1'st Main Road, 1st Floor, Sujatha Complex, 560009",Lunch     ,11.0,+91 80 2291 2173,5993.0,1059.0,4.5,3.11
Nandhana Palace Koramangala,"Nandhana Palace Koramangala 7 Khb Block Koramangala Mahakavi Vemana Rd Near Koramangala Bda Complex, Bengaluru 560034 India",India,560034,Karnataka,Indian        ,,Vegetarian Friendly Vegan Options  ,Thali                       ,Delivery Takeout Reservations Seating Parking Available Valet Parking Serves Alcohol Accepts Credit Cards Table Service                    ,12.94,77.63,"Nandhana Palace Koramangala 7 Khb Block Koramangala Mahakavi Vemana Rd, Near Koramangala Bda Complex, 560034",Lunch Dinner    ,79.0,+91 80 4613 1111,5993.0,485.0,4.0,3.25
Masala Mandi,"2nd Floor 82/8, Doddakenelli, Vartur Hobli Sarjapur Road, Bengaluru 560035 India",India,560035,Karnataka,Indian Fast Food Barbecue Asian     ,,   ,Chicken Wings Paneer                      ,Reservations Seating Accepts Credit Cards                          ,12.91,77.69,"2nd Floor 82/8, Doddakenelli, Vartur Hobli Sarjapur Road, 560035",Lunch Dinner    ,18.0,+91 96063 04222,5993.0,905.0,4.0,3.13
Sharief Bhai,"Jyoti Nivas College Rd 66, Ground Floor, Bengaluru 560034 India",India,560034,Karnataka,Indian        ,,Halal   ,                       ,Delivery Takeout Seating Accepts Credit Cards Table Service                        ,12.93,77.62,"Jyoti Nivas College Rd, 66, Ground Floor, 560034",Lunch Dinner    ,25.0,+91 80957 52222,5993.0,766.0,3.5,3.15
Guilt Free,"Tech Park Rd Global village, RV Vidyaniketan,, Bengaluru 560059 India",India,560059,Karnataka,Italian Mexican Indian European Fusion Central European   ,"Guiltfree believes in "" Its not a Diet, its called eating healthy"". from Tasty hot salads to yummy sub sandwiches, from exotic cocktails to fresh fruit juices , its all served :)",Vegetarian Friendly   ,Pasta Salad Pesto                     ,Delivery Takeout Outdoor Seating Free off-street parking Digital Payments Accepts Credit Cards                       ,12.98,77.6,"Tech Park Rd, Global village, RV Vidyaniketan,, 560059",Breakfast Lunch Dinner Brunch  ,35.0,+91 95133 34061,6520.0,248.0,5.0,3.48
Citrus Cafe,"1st Floor Hosur Main Road, Bengaluru 560100 India",India,560100,Karnataka,Indian        ,,Vegetarian Friendly Vegan Options Gluten Free Options ,Salad                       ,Reservations Outdoor Seating Buffet Seating Parking Available Validated Parking Valet Parking Highchairs Available Wheelchair Accessible Serves Alcohol Table Service                  ,12.84,77.66,"1st Floor Hosur Main Road, 560100",Breakfast Lunch Dinner Brunch  ,133.0,+91 98104 62329,5993.0,190.0,4.5,3.61
Deck of Brews,"Gear School Rd, Kaverappa Layout, Kadubeesanahalli Next to Prestige Ivy Terrace, Bengaluru 560103 India",India,560103,Karnataka,Italian Indian Brew Pub Barbecue Asian    ,"Deck of Brews [DOB] is a place where people can come together and celebrate their connections, no matter the time of year. Our name refers to both the open architectural design of our space and the diverse selection of brews and blends we offer.",   ,                       ,Delivery Takeout Reservations Outdoor Seating Seating Parking Available Valet Parking Television Highchairs Available Wheelchair Accessible Serves Alcohol Full Bar Wine and Beer Accepts American Express Accepts Mastercard Accepts Visa Digital Payments Free Wifi Accepts Credit Cards Table Service Live Music Dog Friendly Family style Sports bars     ,12.93,77.7,"Gear School Rd, Kaverappa Layout, Kadubeesanahalli, Next to Prestige Ivy Terrace, 560103",Lunch Dinner Brunch Drinks  ,3.0,+91 88848 77773,76.0,37.0,5.0,3.11
BG's Poolside Bar & Grill,"503 Outer Ring Road Courtyard & Fairfield by Marriott, Bengaluru 560103 India",India,560103,Karnataka,American Bar Barbecue Asian Pub    ,,Vegetarian Friendly   ,Prawns Lamb                      ,Reservations Seating Wheelchair Accessible Serves Alcohol Table Service Live Music                       ,12.93,77.68,"503 Outer Ring Road, Courtyard & Fairfield by Marriott, 560103",Dinner Drinks    ,65.0,+91 95135 84681,5993.0,113.0,4.5,3.93
Prost,"80 10th Main, Bengaluru 560035 India",India,560035,Karnataka,Bar International Pub      ,,Vegetarian Friendly   ,Pasta Burger Salad Wings Nachos Prawns Pesto Fish Pork               ,Reservations Outdoor Seating Seating Parking Available Valet Parking Television Serves Alcohol Full Bar Table Service                    ,12.93,77.63,"80 10th Main, 560035",Lunch Dinner Drinks   ,209.0,+91 80 2553 4989,5993.0,160.0,4.0,3.71
The Beer Cafe,"Unit No - 4a 4b Upper Ground Floor VR Bengaluru Mall, Bengaluru 560066 India",India,560066,Karnataka,Italian Chinese Indian Bar Pizza Pub   ,"When it comes to having a beer, you'll never run out of excuses. At least, not at The Beer Cafe - India's largest beer chain. Here, the most important four-letter word is neither love, nor life. It's beer, usually enjoyed most by those who love life. So, the next time, #BeerMore at The Beer Cafe, India's largest, fastest growing and the most awarded beer chain.",Vegetarian Friendly   ,                       ,Reservations Seating Table Service                          ,13.0,77.7,"Unit No - 4a 4b Upper Ground Floor VR Bengaluru Mall, 560066",     ,20.0,+91 80 4652 4025,5993.0,1089.0,3.5,3.1
The Boozy Griffin,"Jnc Road 5th Block 1'st a Cross Road 105 Vikas Tech Park 2nd Floor, Bengaluru 560095 India",India,560095,Karnataka,Bar Seafood Pub      ,,Vegetarian Friendly   ,Nachos                       ,Reservations Seating Serves Alcohol Table Service Live Music                        ,12.93,77.62,"Jnc Road 5th Block 1'st a Cross Road 105 Vikas Tech Park 2nd Floor, 560095",Lunch Dinner Drinks   ,52.0,+91 90353 08000,5993.0,385.0,4.0,3.31
By The Peepal,"637, 14th Cross Rd, Dollar Layout, 3rd Phase, JP Nagar, Bengaluru 560078 India",India,560078,Karnataka,Indian Brew Pub Bar Pizza Seafood Asian Pub  ,,   ,                       ,Delivery Takeout Reservations Seating Street Parking Serves Alcohol Table Service                      ,12.91,77.59,"637, 14th Cross Rd, Dollar Layout, 3rd Phase, JP Nagar, 560078",Lunch Dinner Drinks   ,17.0,+91 99025 79792,5993.0,551.0,4.5,3.22
Watson's,"4th Floor 5 1 Assaye Road 5/1, 4th Floor, Skywalk Building, Bengaluru 560042 India",India,560042,Karnataka,Bar Pub       ,,   ,Chili Beef                      ,Reservations Seating Serves Alcohol Full Bar Table Service                        ,12.99,77.59,"4th Floor 5 1 Assaye Road, 5/1, 4th Floor, Skywalk Building, 560042",Lunch Dinner Drinks   ,79.0,+91 80 3033 7000,5993.0,317.0,4.0,3.37
5th Avenue Cafe,"#44, 4th B Cross Road, Terrace Floor, Koramangala 5th Block, Bengaluru 560034 India",India,560034,Karnataka,Italian American Pizza Cafe Seafood    ,The place serves a bunch of appetizing dishes which is a complete palate delight. Each dish drips with rich flavors and carries a touch of indigenous taste. The staff are friendly and the reasonable range of meals makes it the perfect place for a casual outing with friends and family. Serve the best shisha in town. Food and drink are abundantly portioned and will keep you going for hours.,   ,                       ,Delivery Takeout Reservations Outdoor Seating Private Dining Seating Digital Payments Accepts Credit Cards Table Service Gift Cards Available                   ,12.93,77.62,"#44, 4th B Cross Road, Terrace Floor, Koramangala 5th Block, 560034",Lunch Dinner Brunch Late Night  ,5.0,+91 99009 98427,5993.0,907.0,5.0,3.13
Falak,"Thanisandra Main Road The Leela Bhartiya City Bengaluru, Bengaluru 560064 India",India,560064,Karnataka,Indian        ,,   ,                       ,Reservations Seating Table Service                          ,13.07,77.63,"Thanisandra Main Road, The Leela Bhartiya City Bengaluru, 560064",Dinner     ,29.0,+91 88848 18539,5993.0,174.0,5.0,3.66
Barbeque Nation,"14th Cross Neeladri Main Road 94, Neeladri Nagar, Electronic City, Bengaluru 560100 India",India,560100,Karnataka,Chinese Indian Barbecue      ,,Vegetarian Friendly Vegan Options Halal ,                       ,Reservations Seating Table Service                          ,12.93,77.57,"14th Cross Neeladri Main Road, 94, Neeladri Nagar, Electronic City, 560100",Lunch Dinner    ,36.0,+91 80 6902 8722,5993.0,576.0,4.0,3.21
"Absolute Barbecues - BTM, Bengaluru","100 Ft Ring Road, BTM LAYOUT 2nd Stage 2rd Floor,CPR Tower, Near Jayadeva Flyover, st Phase,2nd Stage, BTM Layout, Bengaluru 560076 India",India,560076,Karnataka,Indian Seafood Barbecue Asian     ,"A unique 'do-it-yourself' dining experience where diners grill on the Table, their choice of Meat, Seafood and Vegetables starters served on skewers to their preference. A central live grill ""Wish Grill"" dishing out exotic varieties of veggies and game birds take the experience of dining to a while new level.",Vegetarian Friendly Vegan Options Halal ,Pasta Quail Prawns Octopus Duck Pesto Fish Paneer                ,Reservations Seating Parking Available Validated Parking Valet Parking Highchairs Available Serves Alcohol Table Service Live Music                    ,12.92,77.6,"100 Ft Ring Road, BTM LAYOUT 2nd Stage, 2rd Floor,CPR Tower, Near Jayadeva Flyover, st Phase,2nd Stage, BTM Layout, 560076",Lunch Dinner    ,145.0,+91 73373 83765,5993.0,214.0,4.0,3.56
